date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:43	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:15%20GMT	https://juancarlosveloso12.wixsite.com/c53e42d7.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/c53e42d7.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:43	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:15%20GMT	https://juancarlosveloso12.wixsite.com/da6c52cb.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/da6c52cb.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:43	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:16%20GMT	https://juancarlosveloso12.wixsite.com/3d2759f7.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/3d2759f7.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:44	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:16%20GMT	https://juancarlosveloso12.wixsite.com/960c3a88.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/960c3a88.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:44	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:16%20GMT	https://juancarlosveloso12.wixsite.com/390543ac.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/390543ac.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:44	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:17%20GMT	https://juancarlosveloso12.wixsite.com/2f9aeb85.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/2f9aeb85.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:45	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:17%20GMT	https://juancarlosveloso12.wixsite.com/f36661fb.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/f36661fb.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:45	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:17%20GMT	https://juancarlosveloso12.wixsite.com/aa613bd1.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/aa613bd1.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:45	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:17%20GMT	https://juancarlosveloso12.wixsite.com/395efea1.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/395efea1.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:46	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:18%20GMT	https://juancarlosveloso12.wixsite.com/6daaad8b.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/6daaad8b.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:46	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:18%20GMT	https://juancarlosveloso12.wixsite.com/bf91693c.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/bf91693c.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:46	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:18%20GMT	https://juancarlosveloso12.wixsite.com/b4ae8803.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/b4ae8803.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:46	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:19%20GMT	https://juancarlosveloso12.wixsite.com/62ccedec.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/62ccedec.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:47	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:19%20GMT	https://juancarlosveloso12.wixsite.com/ae08c227.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/ae08c227.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:47	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:19%20GMT	https://juancarlosveloso12.wixsite.com/11f27093.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/11f27093.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:47	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:19%20GMT	https://juancarlosveloso12.wixsite.com/9b155e90.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/9b155e90.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:48	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:20%20GMT	https://juancarlosveloso12.wixsite.com/4ec2545d.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/4ec2545d.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:48	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:20%20GMT	https://juancarlosveloso12.wixsite.com/1bbe301d.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/1bbe301d.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:48	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:20%20GMT	https://juancarlosveloso12.wixsite.com/e78a13b3.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/e78a13b3.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:49	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:21%20GMT	https://juancarlosveloso12.wixsite.com/b604fd33.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/b604fd33.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:49	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:21%20GMT	https://juancarlosveloso12.wixsite.com/48c6d58d.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/48c6d58d.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:49	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:21%20GMT	https://juancarlosveloso12.wixsite.com/439c90c8.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/439c90c8.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:49	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:22%20GMT	https://juancarlosveloso12.wixsite.com/cd69f57c.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/cd69f57c.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:50	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:22%20GMT	https://juancarlosveloso12.wixsite.com/bc223d50.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/bc223d50.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:50	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:22%20GMT	https://juancarlosveloso12.wixsite.com/bc2466c0.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/bc2466c0.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:50	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:22%20GMT	https://juancarlosveloso12.wixsite.com/5d7b6bbf.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/5d7b6bbf.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:51	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:23%20GMT	https://juancarlosveloso12.wixsite.com/3fdab364.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/3fdab364.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:51	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:23%20GMT	https://juancarlosveloso12.wixsite.com/20d93486.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/20d93486.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:52	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:24%20GMT	https://juancarlosveloso12.wixsite.com/9692b4a8.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/9692b4a8.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:52	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:24%20GMT	https://juancarlosveloso12.wixsite.com/914012ea.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/914012ea.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:52	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:24%20GMT	https://juancarlosveloso12.wixsite.com/ffa0eb8f.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/ffa0eb8f.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:52	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:25%20GMT	https://juancarlosveloso12.wixsite.com/fe8be6d6.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/fe8be6d6.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:53	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:25%20GMT	https://juancarlosveloso12.wixsite.com/a28cca36.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/a28cca36.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:53	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:25%20GMT	https://juancarlosveloso12.wixsite.com/02b07b80.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/02b07b80.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:53	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:25%20GMT	https://juancarlosveloso12.wixsite.com/265e9a4a.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/265e9a4a.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:26%20GMT	https://juancarlosveloso12.wixsite.com/ff342417.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/ff342417.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:26%20GMT	https://juancarlosveloso12.wixsite.com/2a1582d7.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/2a1582d7.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:26%20GMT	https://juancarlosveloso12.wixsite.com/eb321d93.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/eb321d93.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:27%20GMT	https://juancarlosveloso12.wixsite.com/06cfef68.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/06cfef68.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:27%20GMT	https://juancarlosveloso12.wixsite.com/49a18e23.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/49a18e23.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:27%20GMT	https://juancarlosveloso12.wixsite.com/2467b183.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/2467b183.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:27%20GMT	https://juancarlosveloso12.wixsite.com/f9fd7cbe.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/f9fd7cbe.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:28%20GMT	https://juancarlosveloso12.wixsite.com/e142d0f4.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/e142d0f4.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:28%20GMT	https://juancarlosveloso12.wixsite.com/96a73741.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/96a73741.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:28%20GMT	https://juancarlosveloso12.wixsite.com/4c758e80.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/4c758e80.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:29%20GMT	https://juancarlosveloso12.wixsite.com/44b62fdc.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/44b62fdc.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:29%20GMT	https://juancarlosveloso12.wixsite.com/7f8c7c3e.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/7f8c7c3e.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:29%20GMT	https://juancarlosveloso12.wixsite.com/fbbc0ea4.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/fbbc0ea4.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
11:21:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Dec%202021%2014:20:30%20GMT	https://juancarlosveloso12.wixsite.com/5d29307d.min.css	C:/Mis%20lugares%20Web/Vegans%20web%20site/juancarlosveloso12.wixsite.com/5d29307d.min.css	(from https://juancarlosveloso12.wixsite.com/vegans)
